RA,Fase,Turma,Nome,Ano nasc,Idade 22,Gênero,Ano ingresso,Instituição de ensino,Pedra 20,Pedra 21,Pedra 22,INDE 22,Cg,Cf,Ct,Nº Av,Avaliador1,Rec Av1,Avaliador2,Rec Av2,Avaliador3,Rec Av3,Avaliador4,Rec Av4,IAA,IEG,IPS,Rec Psicologia,IDA,Matem,Portug,Inglês,Indicado,Atingiu PV,IPV,IAN,Fase ideal,Defas,Destaque IEG,Destaque IDA,Destaque IPV
RA-676,0,A,Aluno-676,2013,9,Menino,2021,Escola Pública,,Topázio,Ametista,7.911,165,44,2,2,Avaliador-11,Promovido de Fase + Bolsa,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.6,8.1,Não atendido,9.3,9.5,9.1,,Sim,Não,8.167,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-677,0,B,Aluno-677,2014,8,Menina,2021,Escola Pública,,Ametista,Topázio,8.358,52,13,1,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.4,7.5,Não atendido,7.3,7.7,6.8,,Não,Sim,8.583,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-678,0,B,Aluno-678,2013,9,Menino,2022,Escola Pública,,,Ametista,8.0,143,40,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,10.0,6.9,Sem limitações,7.3,7.5,7.0,,Não,Sim,9.5,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-679,0,B,Aluno-679,2012,10,Menino,2020,Escola Pública,Ametista,Ametista,Ametista,7.172,441,129,6,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.2,7.5,Sem limitações,6.3,6.7,5.8,,Não,Não,7.833,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-680,0,B,Aluno-680,2012,10,Menina,2019,Escola Pública,Ametista,Ametista,Ametista,7.518,302,85,4,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.8,7.5,Não atendido,7.4,8.0,6.8,,Não,Não,7.75,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-681,0,B,Aluno-681,2012,10,Menino,2022,Escola Pública,,,Ametista,7.204,427,128,5,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.5,6.9,Requer avaliação,6.5,6.5,6.5,,Não,Não,8.0,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-682,0,B,Aluno-682,2011,11,Menino,2022,Escola Pública,,,Ametista,7.625,262,74,3,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.1,7.5,Não atendido,7.0,7.0,7.0,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-683,0,C,Aluno-683,2012,10,Menino,2022,Escola Pública,,,Ágata,6.011,728,180,3,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.9,5.0,7.5,Não atendido,4.0,8.0,0.0,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-684,0,C,Aluno-684,2015,7,Menino,2022,Escola Pública,,,Topázio,8.26,72,19,1,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.5,8.1,Não atendido,9.3,9.0,9.6,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-685,0,C,Aluno-685,2013,9,Menino,2022,Escola Pública,,,Ágata,6.864,533,152,2,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,6.2,5.0,Não indicado,8.0,8.0,8.0,,Não,Não,7.833,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-686,0,D,Aluno-686,2013,9,Menina,2022,Escola Pública,,,Ametista,7.729,227,62,5,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,7.5,8.6,8.1,Sem limitações,8.8,9.2,8.5,,Não,Não,8.083,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-687,0,D,Aluno-687,2013,9,Menino,2022,Escola Pública,,,Ametista,7.703,233,63,6,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,8.5,9.0,8.1,Sem limitações,8.3,9.0,7.5,,Não,Não,8.0,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-688,0,D,Aluno-688,2013,9,Menino,2022,Escola Pública,,,Ametista,7.771,212,56,4,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,9.7,7.5,Sem limitações,7.9,8.0,7.8,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-689,0,D,Aluno-689,2013,9,Menina,2022,Escola Pública,,,Ágata,6.433,655,172,9,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.4,7.9,5.6,Requer avaliação,5.8,6.0,5.5,,Não,Não,6.667,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-690,0,D,Aluno-690,2013,9,Menina,2022,Escola Pública,,,Ametista,7.541,294,83,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.5,7.5,Requer avaliação,7.0,7.2,6.8,,Não,Não,7.417,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-691,0,D,Aluno-691,2014,8,Menina,2022,Escola Pública,,,Topázio,8.68,16,1,1,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.2,8.1,Sem limitações,9.4,9.6,9.3,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-692,0,D,Aluno-692,2013,9,Menina,2021,Escola Pública,,Ametista,Ametista,7.569,285,80,7,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.5,8.9,8.1,Sem limitações,6.9,7.0,6.8,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-693,0,D,Aluno-693,2015,7,Menina,2022,Escola Pública,,,Ametista,7.944,158,43,3,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,9.8,8.1,Sem limitações,5.7,5.0,6.3,,Não,Não,7.667,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-694,0,D,Aluno-694,2014,8,Menino,2022,Escola Pública,,,Topázio,8.378,49,11,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,9.0,8.1,Sem limitações,8.1,8.2,8.0,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-695,0,E,Aluno-695,2014,8,Menina,2021,Escola Pública,,Ágata,Quartzo,4.28,849,189,5,2,Avaliador-13,Não avaliado,Avaliador-2,Não avaliado,,Não avaliado,,,9.0,3.1,7.5,Sem limitações,2.5,2.2,2.8,,Não,Não,2.5,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-696,0,E,Aluno-696,2013,9,Menina,2021,Escola Pública,,Ametista,Ametista,7.441,338,98,2,2,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,8.5,9.0,7.5,Sem limitações,6.6,6.5,6.7,,Não,Não,8.167,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-697,0,E,Aluno-697,2011,11,Menino,2021,Escola Pública,,Ametista,Ametista,7.675,246,67,1,2,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,7.0,9.3,7.5,Sem limitações,8.4,8.8,8.0,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-698,0,E,Aluno-698,2013,9,Menino,2021,Escola Pública,,Ametista,Ametista,7.44,339,99,3,2,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,9.0,9.8,2.5,Requer avaliação,8.1,8.0,8.2,,Não,Não,8.083,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-699,0,E,Aluno-699,2013,9,Menino,2022,Escola Pública,,,Ágata,6.658,603,165,4,2,Avaliador-13,Promovido de Fase,Avaliador-2,Promovido de Fase,,Não avaliado,,,5.2,9.2,7.5,Sem limitações,7.1,7.5,6.7,,Não,Não,6.0,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-700,0,F,Aluno-700,2013,9,Menina,2022,Escola Pública,,,Ametista,7.738,224,60,2,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.7,7.5,Não atendido,9.2,9.2,9.2,,Não,Não,7.083,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-701,0,F,Aluno-701,2012,10,Menino,2021,Escola Pública,,Ametista,Ametista,7.755,215,57,1,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,9.3,7.5,Não indicado,8.7,8.7,8.7,,Não,Não,7.417,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-702,0,F,Aluno-702,2014,8,Menina,2022,Escola Pública,,,Ametista,7.387,366,110,5,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.6,5.0,Não indicado,6.8,7.0,6.7,,Não,Não,7.0,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-703,0,F,Aluno-703,2012,10,Menino,2021,Escola Pública,,Quartzo,Ágata,6.099,710,177,9,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,7.5,7.4,5.0,Não indicado,5.1,5.3,4.8,,Não,Não,6.833,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-704,0,F,Aluno-704,2012,10,Menino,2022,Escola Pública,,,Ágata,6.741,572,160,7,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,8.6,5.0,Não atendido,7.2,7.7,6.6,,Não,Não,6.583,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-705,0,F,Aluno-705,2012,10,Menino,2022,Escola Pública,,,Ágata,6.634,614,168,8,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,6.2,7.5,Não atendido,7.1,7.0,7.2,,Não,Não,6.333,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-706,0,F,Aluno-706,2012,10,Menina,2021,Escola Pública,,Ágata,Ametista,7.659,252,69,4,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,6.7,7.5,Não atendido,9.1,9.1,9.1,,Não,Sim,8.417,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-707,0,F,Aluno-707,2012,10,Menina,2020,Escola Pública,Ametista,Ágata,Ametista,7.679,241,64,3,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.1,6.9,Não atendido,8.5,8.8,8.2,,Não,Não,8.083,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-708,0,F,Aluno-708,2013,9,Menino,2022,Escola Pública,,Topázio,Ametista,7.282,400,117,6,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,8.4,7.5,Não atendido,7.3,7.1,7.6,,Não,Não,7.583,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-709,0,F,Aluno-709,2012,10,Menina,2022,Escola Pública,,,Quartzo,5.313,801,186,10,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,3.5,7.5,Não atendido,2.3,2.3,2.3,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-710,0,G,Aluno-710,2012,10,Menino,2020,Escola Pública,Ametista,Ametista,Ametista,7.285,398,116,5,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.9,5.0,Não atendido,6.9,7.0,6.8,,Não,Não,8.0,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-711,0,G,Aluno-711,2013,9,Menino,2022,Escola Pública,,,Ágata,6.04,721,178,11,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.9,6.3,Não atendido,3.5,4.0,3.0,,Não,Não,6.0,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-712,0,G,Aluno-712,2011,11,Menino,2019,Escola Pública,Quartzo,Quartzo,Ágata,6.026,725,179,12,2,Avaliador-13,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,5.1,5.0,Não indicado,8.0,8.7,7.3,,Não,Não,5.833,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-713,0,G,Aluno-713,2013,9,Menino,2021,Escola Pública,,Ametista,Ametista,7.42,348,102,3,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.7,7.5,Não atendido,7.8,8.0,7.7,,Não,Não,7.25,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-714,0,G,Aluno-714,2011,11,Menino,2019,Escola Pública,Ágata,Ametista,Ágata,6.953,503,144,6,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,6.9,5.6,Não indicado,8.0,8.5,7.5,,Não,Não,7.25,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-715,0,G,Aluno-715,2013,9,Menina,2022,Escola Pública,,,Ágata,6.656,604,166,9,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.5,8.7,4.4,Não indicado,4.9,4.8,5.0,,Não,Não,7.917,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-716,0,G,Aluno-716,2013,9,Menino,2022,Escola Pública,,,Ágata,6.525,641,171,10,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.9,8.1,7.5,Não atendido,6.7,7.3,6.0,,Não,Não,5.417,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-717,0,G,Aluno-717,2012,10,Menina,2021,Escola Pública,,Ametista,Ágata,6.832,545,155,7,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,7.3,7.5,Não atendido,5.4,5.0,5.8,,Não,Não,7.917,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-718,0,G,Aluno-718,2014,8,Menina,2022,Escola Pública,,,Topázio,8.093,118,33,1,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,8.9,6.3,Sem limitações,9.2,9.2,9.2,,Não,Não,7.417,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-719,0,G,Aluno-719,2012,10,Menina,2021,Escola Pública,,Quartzo,Quartzo,5.552,783,185,13,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,4.6,7.5,Não atendido,4.2,5.0,3.3,,Não,Não,6.083,5.0,Fase 2 (5º e 6º ano),-2,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-720,0,G,Aluno-720,2013,9,Menina,2021,Escola Pública,,Ametista,Ágata,6.731,575,161,8,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,5.9,7.5,Não atendido,7.6,7.3,7.8,,Não,Não,7.083,5.0,Fase 1 (4º ano),-1,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-721,0,G,Aluno-721,2014,8,Menina,2021,Escola Pública,,Topázio,Ametista,7.973,149,41,2,2,Avaliador-13,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,8.1,7.5,Não atendido,7.6,8.2,7.0,,Não,Não,7.917,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-722,0,G,Aluno-722,2013,9,Menina,2021,Escola Pública,,Topázio,Ametista,7.41,355,106,4,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,8.1,4.4,Sem limitações,8.1,7.8,8.3,,Não,Não,8.333,5.0,Fase 1 (4º ano),-1,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-723,0,H,Aluno-723,2014,8,Menina,2022,Escola Pública,,,Ametista,7.426,345,101,4,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,6.6,8.1,Não atendido,5.5,5.3,5.7,,Não,Não,8.167,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-724,0,H,Aluno-724,2014,8,Menina,2022,Escola Pública,,,Ágata,6.931,512,146,6,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,5.9,5.6,Sem limitações,5.6,2.9,8.3,,Não,Não,8.0,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-725,0,H,Aluno-725,2014,8,Menino,2022,Escola Pública,,,Ágata,6.33,675,175,7,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,8.0,5.9,8.1,Não atendido,5.0,4.0,6.0,,Não,Não,5.5,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-726,0,H,Aluno-726,2015,7,Menina,2022,Escola Pública,,,Ágata,6.985,492,140,5,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,7.5,7.5,Não atendido,4.4,5.8,3.0,,Não,Não,6.583,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-727,0,H,Aluno-727,2014,8,Menino,2022,Escola Pública,,,Ametista,7.736,225,61,3,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.0,7.7,8.1,Não atendido,8.4,9.3,7.4,,Não,Não,6.75,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-728,0,H,Aluno-728,2014,8,Menina,2022,Escola Pública,,,Topázio,8.244,74,20,1,2,Avaliador-11,Promovido de Fase,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,9.5,7.3,8.1,Não atendido,9.1,9.3,8.9,,Não,Não,8.167,10.0,ALFA  (2º e 3º ano),0,Melhorar: Melhorar a sua entrega de lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-729,0,H,Aluno-729,2014,8,Menina,2022,Escola Pública,,,Topázio,8.155,96,26,2,2,Avaliador-11,Mantido na Fase atual,Avaliador-3,Mantido na Fase atual,,Não avaliado,,,10.0,8.7,8.1,Não atendido,8.1,8.5,7.8,,Não,Não,7.25,10.0,ALFA  (2º e 3º ano),0,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
RA-730,0,I,Aluno-730,2012,10,Menina,2021,Escola Pública,,Ametista,Ametista,7.902,169,46,1,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,10.0,8.2,8.8,Não atendido,8.3,8.7,8.0,,Não,Não,8.25,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Destaque: As suas boas notas na Passos Mágicos.,Destaque: A sua boa integração aos Princípios Passos Mágicos.
RA-731,0,I,Aluno-731,2012,10,Menina,2019,Escola Pública,Ametista,Ágata,Ametista,7.151,443,130,3,2,Avaliador-13,Promovido de Fase,Avaliador-3,Promovido de Fase,,Não avaliado,,,9.0,8.5,6.9,Requer avaliação,7.3,7.3,7.2,,Não,Não,7.083,5.0,Fase 2 (5º e 6º ano),-2,Destaque: A sua boa entrega das lições de casa.,Melhorar: Empenhar-se mais nas aulas e avaliações.,Melhorar: Integrar-se mais aos Princípios Passos Mágicos.
